EE2020,Digital Fundamentals,"This is a first course that introduces fundamental digital logic, digital circuits, and programmable devices. The course also provides an overview of computer systems. This course provides students with an understanding of the building blocks of modern digital systems and methods of designing, simulating and realizing such systems. The emphasis of this module is on understanding the fundamentals of digital design across different levels of abstraction using hardware description languages.",5,EE1002 or CG1108 or EG1108
EE2021,Devices and Circuits,"This module builds on  the students’ knowledge on electronic devices and their use in the design of circuits. The physical principles behind the operation of these devices, their operation and usage in electronic circuits to achieve important functions will be the back bone of this module.   The topics covered include basic semiconductor physics, drift and diffusion of carriers, pn diode, diode circuits, Bipolar Junction Transistor (BJT), and Metal Oxide Semiconductor (MOSFET), design of single stage amplifiers using BJTs and MOSFETs,  CMOS inverter, multistage amplifiers, current source and sink.  Students will be assessed through assignments, test and a final examination.",4,EE1002/EG1108 /CG1108
EE2023,Signals and Systems,"This is a fundamental course in signals and systems. Signals in electrical engineering play an important role in carrying information. Signals going through a system is an inevitable process. It allows engineers to understand the system. Thus in this course the relationship between signals and systems will be taught. The concepts which are important include time and frequency  domain representations, Fourier and Laplace transforms, spectrum of a signal, frequency response of systems (Bode diagrams), sampling theorem, linear time invariant systems, convolution, transfer functions, stability of feedback systems, modulation and filters.",4,MA1506 or MA1512
EE2023E,Signals and Systems,"This is a fundamental course in signals and systems. Signals in electrical engineering play an important role in carrying information. Signals going through a system is an inevitable process. It allows engineers to understand the system. Thus in this course the relationship between signals and systems will be taught. The concepts which are important include time and frequency  domain representations, Fourier and Laplace transforms, spectrum of a signal, frequency response of systems (Bode diagrams), sampling theorem, linear time invariant systems, convolution, transfer functions, stability of feedback systems, modulation and filters.",4,TG1401
EE2024,Programming for Computer Interfaces,This course provides students with the experience of programming devices and computer interfaces. The course builds upon the C language programming skills the students have learnt in the previous semester and teaches them how to utilize programming to build simple digital systems. The course culminates in an open-ended project in which students will have the opportunity to design and build a digital system of their choice.,5,EE2020 and CS1010E
EE2025,Power Electronics,"Power electronics is an enabling technology used widely in electric power processing unit. It is an integral part of all electronic equipment from household appliances through information technology to transportation systems. This
module provides basic working principles and their design for generic power electronic converter circuits. After going through this module students should be able to analyze, evaluate and carry out basic design of power electronic circuits for a large variety of applications. The topics covered are: Power semiconductor devices and terminal characteristics. Switching circuits design and protection circuits. AC-DC converters, DC-DC converters and DC-AC converters: basic analysis and performance evaluation.",4,EE1002 Introduction to Circuits and Systems (or EG1108 Electrical Engineering or CG1108 Electrical Engineering)
EE2026,Digital Design,"This is a first course that introduces fundamental digital logic, digital circuits, and programmable devices. This course provides students with an understanding of the building blocks of modern digital systems and methods of designing, simulating and realizing such systems. The emphasis of this module is on understanding the fundamentals of digital design across different levels of abstraction using hardware description languages, and developing a solid design perspective towards complex digital systems.",4,EG1111
EE2027,Electronic Circuits,"Building on the basic circuit concepts introduced through EG1112, this module introduces the operating principles of transistors and how they are used in amplifier circuits. It discusses the foundational concepts of transistor amplifiers and analyses their performance. It also introduces 
operational amplifiers as a circuit component and describes how functional analog circuits, which can be applied to solving complex engineering problems, can be designed and analysed using operational amplifiers.  LTSpice will be introduced as a circuit analysis tool.  To augment learning, 
two laboratory sessions will be included focusing on the topics of single transistor amplifiers and Op-Amp circuits, respectively.",4,EG1112
EE2028,Microcontroller Programming and Interfacing,"This module teaches students how to program microcontrollers and achieve computer interfacing using C programming and industry standard protocols. The course extends the C programming students have learnt earlier, covers microprocessor instruction sets and how to program microcontrollers to interface with other devices in order to build an embedded system. The course culminates in an assignment in which students design and build an embedded system that meets requirements and specifications.",4,"IT1007, EE2026"
EE2031,Circuit and Systems Design Lab,"This module emphasizes on the practical aspects related to modules EE2021 Device and Circuits and EE2022 Electrical Energy Systems. It also provides students with an integrated perspective about the two modules. Students will first learn about the device characterizations, such as diode, LED, solar cell, transistor, operational amplifiers, etc. They will then proceed to build interesting circuits blocks involving the devices learnt earlier. With these accumulated knowledge on device and circuit blocks, students will move on to system projects that require the integration of knowledge across different fields, such as devices, circuits and portable electrical energy systems.",3,EE2021 Devices and Circuits
EE2032,Signals & Communications Design Lab,"This lab module introduces students to the practical aspects of designing a communication system. This module builds on the concepts learnt in EE2011
Engineering Electromagnetism and EE2023 Signals and Systems. Students will start the experiments with the Frequency Modulation (FM) technique in conjunction with a voltage controlled oscillator (VCO). This is followed by experiments with FM demodulation techniques, simplex communication and duplex communication. Then students will learn about the reflection coefficient and plot it in the Smith Chart. Subsequently an antenna is designed and the building blocks of the communication system are characterized. Finally the complete communication system is assembled and measured.",3,EE2011 Engineering Electromagnetism and EE2023 Signals and Systems.
EE2033,Integrated System Lab,"This module serves as the hands-on counterpart for EE2027 and EE2023.  Students will practice and strengthen the knowledge learnt in electromagnetics, devices and circuits, and signals and systems through a series of experiments with the aim of integrating these knowledge to build an integrated digital communication system.  The experiment will touch on important concepts, such as opamp characterization, circuit design specifications and component choice, frequency domain signal analysis, OOK modulation, frequency spectrum, and wireless communication system. Towards the end, the students will form an integrated view on these topics through a mini-project that encompass all these fields.",4,"EE2023, EE2027"
EE2111A,Electrical Engineering Principles and Practice II,"This module is the second part of the two part module
Engineering Principles and Practice (EPP) I and II and
follows closely the same learning objectives. Most modern
engineering systems are more electric. They convert some
raw form of energy, such as fuel, mechanical or energy
stored in battery, into electrical form. We see this in every
engineering system from trains, biomedical devices,
chemical plants, electric cars, aircrafts and ships to ICT
devices such as computers, handphones, tablets etc.
Hence, energy conversion, distribution, and sensing &
control will form the backbone of this knowledge segment.",4,
EE3013C,Labview for Electrical Engineers,"This module will give students some general computing as well as more specific software skills for solving engineering problems. LabVIEW is widely adopted software in the industry for data acquisition and instrument control. The teaching of LabVIEW will be based on engineering fundamentals that students have learnt in the first two years. This will also help them to consolidate concepts that have been learnt in the various technical modules. Through a series of integrated miniprojects carried out in the lab, students will be guided in their exploration of engineering principles and problem solving using the tools available in LabVIEW.",4,EG1108/CG1108 / EE1002
EE3013E,Labview for Electrical Engineers,"This module will give students some general computing as well as more specific software skills for solving engineering problems. LabVIEW is widely adopted 
software in the industry for data acquisition and instrument control. The teaching of LabVIEW will be based on engineering fundamentals that students have learnt in the first two years. This will also help them to consolidate concepts that have been learnt in the various technical modules. Through a series of integrated 
miniprojects carried out in the lab, students will be guided in their exploration of engineering principles and problem solving using the tools available in LabVIEW.",4,(EE2021E or TEE2027) and TG1401
EE3030A,Exploring Frugal Engineering,"Frugal engineering is a philosophical approach to product design which addresses the needs of customers with very low purchasing power. In essence, it is about designing a product which meets the needs of customers who cannot afford products with “bells and whistles” features. Frugal engineering involves rethinking entire production and maintainance processes. It is not only a challenging mindset to inculcate in young budding engineers, but it is also a rich training ground to foster critical thinking skills which are pertinent to conceptualizing products that
maximizes the value to customers. The objectives of this module is to expose students to frugal engineering through a field trip to the rural communities in the region to observe first-hand the way of life in such communities and to develop ideas of products which will bring benefit to a large segment of this community. Students will also engage with industries with a frugal engineering focus.",3,At least level 2 standing
EE3030B,Living Lab in the Communities,"This module is about placing students in an active environment or community (Living Lab), providing them with opportunities to conceptualize products or services
which will later be designed and developed in the ECE laboratories. The Living Labs (LL) may be rehabilitation centres in hospitals, orphanages, block of HDB flats,
hawker centres, etc where good opportunities abound for technology to play a role in overall improvements of such places. Students in this module will spend 3 weeks
conducting field work, observing and engaging users in the LL, with the objective of conceptualizing products/services which will benefit a large segment of the users. Students will be encouraged to realize their ideas in the other project modules in the curriculum.",2,At least level 2 standing
EE3031,Innovation & Enterprise I,"This is an engineering module that focuses on the conceptualization, design and development of technology oriented new products. It integrates innovation, product
planning, marketing, design and manufacturing functions of a company. This module gives students an opportunity to conceptualize and design a product which they will eventually prototype in another module (Innovation & Enterprise II). Thus it is designed for electrical engineering students to experience an integrated learning of innovation and enterprise pertaining to new product development
where technology plays a central role. The major topics include innovation, opportunity management, identification of customers’ needs, product specification, design, planning, testing, manufacturing, and commercialization. Intellectual property and its relationship with all facets of new technology product design are also covered.

Guest speakers from relevant industries will be invited to present practical aspects of innovation and new product development.",4,
EE3031E,Innovation & Enterprise I,"This is an engineering module that focuses on the conceptualization, design and development of technology oriented new products. It integrates innovation, product planning, marketing, design and manufacturing functions of a company. This module gives students an opportunity to conceptualize and design a product which they will eventually be able to prototype. Thus it is designed for electrical engineering students to experience an integrated learning of innovation and enterprise pertaining to new product development where technology plays a central role. The major topics include innovation, opportunity management, identification of customers’ needs, product specification, design, planning, testing, manufacturing, and commercialization. Intellectual property and its relationship with all facets of new technology product design are also covered.

Guest speakers from relevant industries will be invited to present practical aspects of innovation and new product development.",4,Level 3 standing
EE3032,Innovation & Enterprise II,"In this module, students will work in a team project to design and build an electronic system which includes both digital and analog circuits and therefore requires both
hardware and software design. The functionalities of the electronic system are determined by the students themselves. They will go through the steps of conceptual
system design, detailed technical design, bread-board prototyping, printed circuit board implementation, system integration, testing & debugging and demonstration of the final working model. The project work will be continuously documented by each student in an individual project design portfolio.",6,EE2024 Programming for Computer Interfaces
EE3104C,Introduction to RF and Microwave Systems & Circuits,"Wireless communication and sensing systems play an ever increasing role in society. This module introduces the RF and microwave hardware systems and circuits.

The applications include: GSM/CDMA, RFID, UWB, WLAN, Bluetooth, Zigbee, Radar and remote sensing",4,PC2020 (for AY2017 intake & after) ; EE2011 (for AY2016 intake & prior)
EE3104E,Intro to RF and Microwave Sys & Circuits,"Wireless communication and sensing systems play an ever increasing role in society. This module introduces the RF and microwave hardware systems and circuits.

The applications include: GSM/CDMA, RFID, UWB, WLAN, Bluetooth, Zigbee, Radar and remote sensing",4,EE2011E
EE3131C,Communication Systems,"Introductory overview of analog and digital communications. Advantages of digital over analog communications in the presence of noise. Analog and digital modulation techniques. Source coding and waveform quantization techniques. Channel noise and channel coding for error protection. Multiplexing and multiple access. Basics of wireless communications. Applications of wireless systems. Radio wave propagation and multipath fading. Transmitter and receiver antennas.
Free-space and fiber optical communication systems. Optical transmitters, optical receivers, and optical channels. Introduction to data communications. Packet switching, line coding, framing, and error detection.",4,EE2023 Signals & Systems
EE3131E,Communication Systems,"Introductory overview of analog and digital communications. Advantages of digital over analog communications in the presence of noise. Analog and digital modulation techniques. Source coding and waveform quantization techniques. Channel noise and channel coding for error protection. Multiplexing and multiple access. Basics of wireless communications. Applications of wireless systems. Radio wave propagation and multipath fading. Transmitter and receiver antennas.
Free-space and fiber optical communication systems. Optical transmitters, optical receivers, and optical channels. Introduction to data communications. Packet switching, line coding, framing, and error detection.",4,(EE2009E and EE2010E) or EE2023E
EE3207E,Computer Architecture,"This course teaches students the basics in the design of the various classes of microprocessors. Contents include design of simple micro-controllers, high performance CPU design using parallel techniques, memory organization and parallel processing systems. Topics also include the development of support tools to enable efficient usage of the developed microprocessor. The course emphasizes practical design and students are expected to be able to synthesize microprocessors at the gate level at the end of this course.",4,EE2007E or EE2024E or TEE2028
EE3208,Embedded Computer Systems Design,"This course introduces students to the design of embedded systems covering four key areas, namely, specifications and requirement determination, architectural design, software development and hardware development. The unified system design approach emphasizes hardware software co-design in the final synthesis of the application. Students will be brought through a design cycle in a realistic project. Topics covered include: System specification and requirement analysis; Object relationship and system structure; Quantifying behaviour; Targeting architecture: hardware/software partitioning; Resource estimation; Programmable platforms; Developing application software and targeting RTOS; Hardware design and implementation; System integration and debugging techniques; Design to meet regulatory standards.",4,CG2007/EE2024
EE3208E,Embedded Computer Systems Design,"This course introduces students to the design of embedded systems covering four key areas, namely, specifications and requirement determination, architectural design, software development and hardware development. The unified system design approach emphasizes hardware software co-design in the final synthesis of the application. Students will be brought through a design cycle in a realistic project. Topics covered include: System specification and requirement analysis; Object relationship and system structure; Quantifying behaviour; Targeting architecture: hardware/software partitioning; Resource estimation; Programmable platforms; Developing application software and targeting RTOS; Hardware design and implementation; System integration and debugging techniques; Design to meet regulatory standards.",4,EE2007E or EE2024E or TEE2028
EE3331C,Feedback Control Systems,"Feedback systems are ubiquitous in both the natural and engineered world. They are essential for maintaining our environment, enabling our transportation and communications systems; and are critical elements in our aerospace and industrial systems. For the most part, feedback control systems function accurately and reliably in the background. This course aims at introducing the magic of feedback, and tools for analysing and designing control systems. The  fundamental knowledge of feedback and the related area of control systems are useful to students with diverse interests. Topics covered include feedback principles, time and frequency analysis of control systems, and simple controller design.",4,EE2023 Signals and Systems
EE3331E,Feedback Control Systems,"Feedback systems are ubiquitous in both the natural and engineered world. They are essential for maintaining our environment, enabling our transportation and communications systems; and are critical elements in our aerospace and industrial systems. For the most part, feedback control systems function accurately and reliably in the background. This course aims at introducing the magic of feedback, and tools for analysing and designing control systems. The  fundamental knowledge of feedback and the related area of control systems are useful to students with diverse interests. Topics covered include feedback principles, time and frequency analysis of control systems, and simple controller design.",4,EE2023E
EE3408C,Integrated Analog Design,"This module focuses on integration of analog circuits on silicon using CMOS technology. The topics covered include processing and modeling background, basic circuits, reference circuit design, single stage amplifiers, operational amplifiers, noise issues and advanced design methods.",4,"CG2027/EE2027 (for AY2017 intake & after);
EE2021 (for AY2016 intake & prior)"
EE3408E,Integrated Analog Design,"This module focuses on integration of analog circuits on silicon using CMOS technology. The topics covered include processing and modeling background, basic circuits, reference circuit design, single stage amplifiers, operational amplifiers, noise issues and advanced design methods",4,EE2021E or TEE2027
EE3431C,Microelectronics Materials and Devices,"Electronic devices are the basic building blocks of all electronic gadgets used in our daily life. A solid understanding of the fundamental device concepts is essential for the electrical engineer to keep up with the fast evolution of new device technology. This module emphasizes on the properties of electronic materials and the operation principles of key electronic devices including p-n diode, bipolar junction transistor (BJT), MOS capacitor and (MOSCAP). Additional issues related to dielectric
materials and non- semiconductor materials will be introduced. Contacts between metal and semiconductor will also be covered.",4,Co-req : EE2027 / CG2027 / EE2021
EE3431E,Microelectronics Materials and Devices,"Electronic devices are the basic building blocks of all electronic gadgets used in our daily life. A solid understanding of the fundamental device concepts is essential for the electrical engineer to keep up with the fast evolution of new device technology. This module emphasizes on the properties of electronic materials and the operation principles of key electronic devices including p-n diode, bipolar junction transistor (BJT), MOS capacitor and (MOSCAP). Additional issues related to dielectric materials and non- semiconductor materials will be introduced. Contacts between metal and semiconductor will also be covered.",4,
EE3501E,Power Electronics,"Power electronics forms an integral part of all electronics equipment from household appliances through information technology to transportation systems. This module develops the working knowledge, the foundation theory for generic power electronic circuits and the principles of their design. At the end of this module the student should be able to analyze and evaluate and carry out basic design of power electronics system for a large spectrum of applications. The topics covered are: Power semiconductor switches and characteristics. AC-to-DC converters and their performance. DC-to-DC converters: analysis and performance. DC-to-AC converters; analysis and performance. Switching circuits design and protection.",4,EE2005E or EE2021E or TEE2027
EE3505C,Electrical Energy Systems,"The module covers generation, transmission and distribution of electric energy in large-scale modern power system. Upon completion of this course, students will be able to model, analyze, and predict the performance of three-phase systems, transformers, and transmission and distribution networks. The topics covered are: three-phase systems; real, reactive and apparent power. rotating magnetic field; synchronous and asynchronous machines; transformers; single line representation of three-phase systems; per unit notation; electricity transmission networks; high voltage cables; distribution systems; Singapore electricity network; power quality; harmonics; and environmental considerations.",4,EE1002 Introduction to Circuits and Systems / EG1108 Electrical Engineering / CG1108 Electrical Engineering
EE3506C,Intro to Elect Energy Systems,"This module covers the fundamental principles of modern electrical energy systems; including three-phase analysis, electric generations, electric loads, and power electronic converters. The module is designed specifically to help students develop a broad systems perspective and an understanding of the principal elements of electrical energy systems. The expectation is that students completing the module will be able to handle adequately the electrical aspects of a range of applications. This will serve as the foundation of higher-level topics in power engineering. Furthermore, students will be prepared to work effectively with electrical engineers on the joint solution of complex problems.",4,"EG1112 / CG1111 (for AY2017 intake & after) ;
EE1002 / EG1108 / CG1108 (for AY2016 & prior)"
EE3702,Electronic Gaming,"The production of electronic games  whether on a computer, video console, or a handheld device  is a highly interdisciplinary and team-oriented task. This module provides a holistic overview (big picture) of electronic gaming and provides insights about the interplay of the single disciplines, components, and workflows. The course covers the basics of the games industry and game production, ranging from the business environment and development processes, to hardware platforms, game structures, and tool and technology basics. Students will be able to develop their own game product proposal in a group work project.",4,Level 3 standing
EE3731C,Signal Processing Methods,"This module provides an introduction to signal processing methods. It is aimed at preparing students for high-level technical electives and graduate modules in signal processing and new media. The topics covered include: digital filtering, multirate digital signal processing, introduction to wavelet transform, probability and random signals, stochastic processes, singular value decomposition, principle component analysis and multimedia applications.",4,(EE2012 or ST2334) and EE2023
EE3731E,Signal Processing Methods,"This module provides an introduction to signal processing methods. It aimed at preparing students for high-level technical electives and graduate modules in signal processing and new media. The topics covered include: digital filtering, multirate digital signal processing, introduction to wavelet transform, probability and random signals, Wiener filter, AMAR model, linear prediction, singular value decomposition, principle component analysis and multimedia applications.",4,TE2003 and EE2023E
EE4001,B.Eng. Dissertation,"In this module, students will do a research project over two semesters on a topic of current interest in Electrical and Computer Engineering. Students learn how to apply skills acquired in the classroom and also think of innovative ways of solving problems. Apart from intrinsic rewards such as the pleasure of problem solving, students are able to acquire skills for independent and lifelong learning. The objective of this module is to teach skills, such as questioning, forming hypotheses and gathering evidence. Students learn to work in a research environment.",12,Level 4 Standing
EE4002D,Design Capstone,"In this module, students will do a team project that involves a varied mix of research, design and development components. It is carried out over two semesters on a topic of current interest in Electrical and Computer Engineering. Students learn how to apply knowledge and skills acquired in the classroom and also think of innovative ways of solving complex problems. Apart from problem solving, students are able to acquire skills for independent lifelong learning, teamwork and effective communication.",8,Level 3 Standing
EE4031,Intellectual Property: Harnessing Innovation,This module takes a hands-on approach to IP management from early stages of technology and inventions to the later stages of commercialization. The idea is to provide pragmatic knowledge dealing with one of the most exciting avenues for economic growth and wealth creation. Those planning to pursue the path of a practising engineer will find the module most useful.,2,
EE4101,RF Communications,"Radio and microwave systems are used for information transmission.  This module therefore introduces the student to a broad range of enabling knowledge and skills commonly employed by RF and microwave engineers to specify, analyse and design radio and microwave transmission systems.  Topics covered:  Time-varying EM fields: guided waves, evanescent modes and plane-wave propagation. Radiation: radiation mechanism, magnetic vector potential, current distribution on a thin wire, Hertzian dipole, Half-wave dipole & monopole. RF Antennas: parameters, aperture antennas and arrays.  RF Amplification: stability, gain and small-signal narrowband design.  RF Generation:  conditions for oscillation, oscillator design and dielectric resonators.   RF Receivers:  receiver and mixer parameters.  RF Systems: system gain and noise figure, satellite and terrestrial systems.",4,EE3104C
EE4101E,Radio-Frequency (RF) Communications,"Radio and microwave systems are used for information transmission.  This module therefore introduces the student to a broad range of enabling knowledge and skills commonly employed by RF and microwave engineers to specify, analyse and design radio and microwave transmission systems.  Topics covered:  Time-varying EM fields: guided waves, evanescent modes and plane-wave propagation. Radiation: radiation mechanism, magnetic vector potential, current distribution on a thin wire, Hertzian dipole, Half-wave dipole & monopole. RF Antennas: parameters, aperture antennas and arrays.  RF Amplification: stability, gain and small-signal narrowband design.  RF Generation:  conditions for oscillation, oscillator design and dielectric resonators.   RF Receivers:  receiver and mixer parameters.  RF Systems: system gain and noise figure, satellite and terrestrial systems.",4,EE2011E
EE4102,Digital Communications,"This course begins with the review of mathematical preliminaries such as probability, random process and signal space concepts. It covers the design of modulation and optimum demodulation methods for digital communications over an additive white Gaussian noise channel. Emphasis will be placed on error rate performance for the various digital signaling techniques (ASK, BPSK, FSK, MPSK, QAM, OQPSK, CPM, MSK and GMSK) and on the channel bandwidth requirements. Subsequently, the course will focus on channel coding (Block codes and Convolutional codes), channel equalization and carrier, symbol synchronization.",4,EE3103
EE4103,Coding Theory And Applications,"Coding techniques are used for data compression and reliable communication of digital information over imperfect channels. This module introduces students to a wide range of standard enabling techniques and methods that are deployed in the telecommunications and computing industries. The topics covered are: information measures, source and channel models, various source coding schemes including Huffman coding, run-length coding, linear predictive coding, transform coding, and various channel coding schemes including cyclic codes, BCH codes, Reed-Solomon codes and convolutional codes.",4,EE2012
EE4104,Microwave Circuits & Devices,"Microwave amplifiers, oscillators, mixer and detectors, and electronic switches are basic components of microwave systems. The performance of these components is critical to system performance. This module therefore teaches the design of these components to satisfy performance specifications. Topics covered: Amplifiers: theory, LNA and multistage design; Oscillator theory: nonlinear negative resistance, startup, stability, power generation; Gunn and IMPATT diode oscillators; Design of planar passive components and their application; PIN diode switch and phase shifter analysis and design; Mixers and detectors:  theory, mixer and detector diodes, diode detectors and mixers.",4,EE3104C
EE4109,Spread Spectrum Communications,"Spread spectrum modulation is the enabling technology for many current mobile wireless communication systems and is a leading candidate for next generation communication systems. This module introduces students to spread spectrum communications, including modulation (direct-sequence and frequency hopping) and detection (single and multiuser). The topics covered also include wireless fading channels, sequence design (binary shift register sequences), sequence acquisition/tracking, cellular communications and the application of spread spectrum to Code Division Multiple Access (CDMA) systems.",4,Co-requisite: EE4102
EE4110,RFIC and MMIC Design,"Solid-state microwave circuits are usually realised using planar technologies, which integrate some or all components on a substrate.  Moreover, monolithic microwave integrated circuits (MMICs) enable commercial application of microwave technology.  This module therefore teaches design methods for microwave integrated circuits. Topics covered:  review of design concepts. MIC Design: fabrication techniques, modeling of active and passive networks, microstrip and coplanar lines. MMIC Design: lump element design, foundry rules, modeling of active and passive networks, design techniques - Layout and DRC Checks.   Selected Hands-on design work on (a) Passive Network - MIC filter and coupler, and (b) Active Network - MMIC oscillator and mixer.",4,EE3104C
EE4112,Radio Frequency Design and Systems,"Radio and microwave systems rely on efficient transmission and distribution of electromagnetic (EM) energy. Radio and microwave systems need to be immune from external EM interference and need to ensure that they do not cause interference of their own. To achieve these requirements, this module will equip and foster the students with balanced and particularly more hands-on oriented contents on radio frequency (RF) designs and practical systems, through live experiments, software learning, and real-life RF examples. Topics covered: transmission systems, resonator cavity, impedance matching network, electromagnetic interference (EMI) and shielding, multi-port scattering and corresponding measurement methods, radiation, and antenna characterizations.",4,EE3104C
